新大陆,　　高管减持靴子落地，短期利空释放：公司于2017年6月5日披露了《福建新大陆电脑股份有限公司关于公司高管减持股份的预披露公告》，公告公司高管刘清涛先生计划自减持公告披露之日起15个交易日后的六个月内通过集中竞价方式减持其持有的公司股份110，000股，占公司总股本的00.0117%,1,媒体新闻,c,1
新大陆,一次应邀到深圳做嘉宾分享的机会，让侯延军发现了一个新大陆(行情000997，买入)，深圳蓬勃发展的私募行业与良好的创业环境深深吸引着他,2,媒体新闻,c,1
新大陆,支付行业趋向规范健康快车道，移动支付从1到100，关注相关布局公司，如新大陆（000997）等,3,媒体新闻,c,1
新大陆,以及优质的中型成长：新大陆、广联达（002410）、创意信息（300366）、华宇软件（300271）、银信科技（300231）等,3,媒体新闻,c,1
新大陆,新大陆（000997）:公司参股子公司民德电子（300656）IPO获核准,4,媒体新闻,c,1
新大陆,　　新大陆（000997）5月8日晚间发布公告，2017年5月8日，公司收到参股子公司深圳市民德电子（300656）科技股份有限公司(简称“民德电子”)通知，民德电子首次公开发行不超过1，500万股人民币普通股(A股)的申请已获得中国证券监督管理委员会《关于核准深圳市民德电子科技股份有限公司首次公开发行股票的批复》的核准,5,媒体新闻,c,1
新大陆,新大陆参股子公司首次公开发行股票获核准,5,媒体新闻,t,1
新大陆,"<IMAGE SRC=""http://chart.jrjimg.cn/pngdata/kpic/pic430/000997.png"" >400 位投资顾问已告知新大陆(000997)后市如何操作立即查看　　金融界网站讯新大陆(行情000997，买入)5月8日晚间公告称，2017年5月8日，公司收到参股子公司深圳市民德电子(行情300656，买入)科技股份有限",6,媒体新闻,c,1
新大陆,新大陆参股子公司首发申请获证监会核准批文,6,媒体新闻,t,1
新大陆,　　恒宇天泽创始人、董事长梁越女士指出：“做财富管理，首先要坚持正确的政治方向、坚持正确的投资方向；具体操作方面，要依照新地图，找到新大陆（000997）,7,媒体新闻,c,1
新大陆,”“新地图”就是“十三五”规划描绘的宏伟蓝图，“新大陆”就是与时代俱进的行业和企业,7,媒体新闻,c,1
新大陆,回复：经本所律师核查发行人发起人许香灿、易仰卿、许文焕、黄效东、黄强、罗源熊、邹山峰、蓝敏智、白楠、倪赞春、李拓与福建新大陆电脑股份有限公司于2017年3月16日签署的《深圳市民德电子科技股份有限公司增资协议之补充协议》、福建新大陆电脑股份有限公司于2017年3月17日披露的《第六届董事会第二十七次会议决议公告》（公,8,媒体新闻,c,1
新大陆,综上，本所律师认为，《深圳市民德电子科技股份有限公司增资协议》中关于业绩承诺与补偿等与对赌相关的全部条款由协议相关方以签订补充协议的方式终止，新大陆履行了相应的内部决策程序，对赌条款的终止是真实、合法、有效的,8,媒体新闻,c,1
新大陆,　　沈海兵在进门财经APP路演中专门分析了新大陆（000997），自2017年2月3日以来，到昨日收盘，新大陆涨幅达到了12.01%,9,媒体新闻,c,1
新大陆,　　新大陆于 4 月 24 日晚发布 2017 年一季报，公司一季度实现营收 11.69 亿元，同比增长 89.36%，实现归属母公司所有者净利润1.91亿元，同比增长 207.27%，实现基本每股收益 0.2 元/股,9,媒体新闻,c,1
新大陆,　　一季度业绩略超预期，收单、房地产、智能终端贡献主要增量　　沈海兵认为，新大陆利润处于区间中部偏上，业绩略超预期,9,媒体新闻,c,1
新大陆,沈海兵测算，新大陆收单业务呈现月度环比增长态势，一季度产生流水约 1700 亿，贡献超过 2 亿收入，对应 6000 万左右利润，一季度确认费用较高，公司收单业务利润率全年将稳中有升,9,媒体新闻,c,1
新大陆,　　盈利预测　　新大陆收单、消费金融、商户服务平台三大业务接力腾飞，将迎来质变,9,媒体新闻,c,1
新大陆,　　但对于汽车金融的玩家来说，新大陆（000997）还不属于他们，他们只是刚登上了驶往那里的船,10,媒体新闻,c,1
新大陆,　　他们需要抵御住骗车骗贷者的疯狂进攻，艰难破解二手车估价难的行业硬伤，还要面对资金不足的生死考验……　　之后，活下来的人，才能登上新大陆，成为这片土地的主人,10,媒体新闻,c,1
新大陆,一次应邀到深圳做嘉宾分享的机会，让侯延军发现了一个新大陆(行情000997，买入)，深圳蓬勃发展的私募行业与良好的创业环境深深吸引着他,18,媒体新闻,c,0
新大陆,一次应邀到深圳做嘉宾分享的机会，让侯延军发现了一个新大陆（000997），深圳蓬勃发展的私募行业与良好的创业环境深深吸引着他,19,媒体新闻,c,0
新大陆,    环京楼市第一独角兽燕郊分析    2008年，奥运之年的北京楼市投资热盛起，燕郊作为一片新大陆（000997）受到各方关注，彼时燕郊房价3千元/平米,20,媒体新闻,c,0
